"name","month","dnoc","bugfixes"
"dev2","2012-10",0,1
"dev2","2013-03",9,5
"dev2","2013-04",6,4
"dev2","2013-05",8,7
"dev2","2013-06",3,1
"dev2","2013-01",5,0
"dev2","2013-02",8,5
"dev2","2013-08",25,6
"dev2","2013-09",59,21
"dev2","2013-10",15,3
"dev2","2013-07",4,2
"dev2","2013-11",4,0
"dev2","2014-01",22,5
"dev2","2014-02",51,18
"dev2","2014-03",18,8
"dev2","2014-04",30,3
"dev2","2014-05",6,5
"dev2","2014-07",2,2
"dev38","2006-07",5,8
"dev38","2006-08",8,13
"dev38","2006-09",11,7
"dev38","2006-10",14,2
"dev38","2007-04",40,9
"dev38","2006-11",8,0
"dev38","2006-12",9,7
"dev38","2007-01",13,12
"dev38","2007-02",24,2
"dev38","2007-03",19,12
"dev38","2007-05",59,21
"dev38","2007-06",55,17
"dev38","2007-07",18,13
"dev38","2007-08",12,8
"dev38","2007-09",12,10
"dev38","2007-11",10,6
"dev38","2007-12",31,18
"dev38","2008-01",41,38
"dev38","2008-02",1,5
"dev38","2008-03",42,8
"dev38","2008-04",29,10
"dev38","2008-05",7,6
"dev38","2008-06",7,6
"dev38","2008-07",11,6
"dev38","2008-09",22,2
"dev38","2008-10",0,3
"dev38","2008-12",1,0
"dev38","2009-01",2,4
"dev38","2009-02",2,1
"dev38","2009-03",1,0
"dev38","2009-06",0,1
"dev38","2009-07",0,1
"dev38","2010-06",0,1
"dev39","2011-10",172,9
"dev39","2011-08",47,10
"dev39","2011-09",85,8
"dev39","2011-11",37,6
"dev39","2011-12",1,0
"dev39","2012-01",94,7
"dev39","2012-02",120,16
"dev39","2012-03",113,10
"dev39","2012-04",79,7
"dev39","2012-05",76,7
"dev39","2012-06",26,6
"dev39","2012-07",3,2
"dev39","2012-08",2,0
"dev39","2012-09",7,2
"dev39","2012-10",6,3
"dev39","2012-11",22,16
"dev39","2012-12",13,0
"dev39","2013-01",2,2
"dev39","2013-02",2,0
"dev39","2013-03",2,0
