9,1,0
0,1,0
21,6,1
4,1,0
9,2,0
1,0,0
10,1,0
4,1,0
9,1,0
15,6,0
8,4,0
4,1,0
38,6,1
78,9,1
48,9,1
27,4,1
72,16,1
11,1,0
47,9,1
20,3,1
