18,3,1
1,0,0
5,0,1
4,5,1
2,1,0
9,4,1
11,2,1
5,5,1
3,2,0
21,10,1
12,4,1
4,4,1
1,1,0
17,14,1
2,0,0
2,3,0
13,2,1
1,0,0
8,4,1
6,2,1
