18,3,1
1,0,0
5,0,0
4,5,0
2,1,0
9,4,0
11,2,0
5,5,0
3,2,0
21,10,1
12,4,1
4,4,0
1,1,0
17,14,1
2,0,0
2,3,0
13,2,1
1,0,0
8,4,0
6,2,0
