"name","month","opened","responses","activities"
"dev3","2004-12",139,128,267
"dev3","2005-01",141,106,247
"dev3","2005-02",36,68,104
"dev7","2005-06",10,24,34
"dev7","2005-07",32,18,50
"dev7","2005-11",2,11,13
"dev7","2006-03",15,19,34
"dev7","2006-05",2,15,17
"dev7","2006-08",33,8,41
"dev7","2006-10",2,8,10
"dev97","2006-10",1,0,1
"dev97","2006-11",2,4,6
"dev7","2006-11",3,12,15
"dev97","2007-01",1,2,3
"dev7","2007-02",51,15,66
"dev3","2007-04",0,10,10
"dev96","2007-06",1,10,11
"dev96","2007-08",1,8,9
"dev96","2007-09",0,21,21
"dev96","2007-10",0,18,18
"dev7","2007-11",4,21,25
"dev7","2008-02",5,17,22
"dev7","2008-09",6,15,21
"dev7","2009-02",2,10,12
"dev7","2009-08",4,9,13
"dev7","2009-09",3,0,3
"dev7","2009-10",26,7,33
"dev7","2009-11",5,8,13
"dev7","2009-12",1,6,7
"dev7","2010-01",14,3,17
"dev7","2010-03",37,11,48
"dev7","2010-11",28,7,35
"dev7","2011-01",8,5,13
"dev7","2012-06",32,0,32
"dev7","2013-01",2,135,137
"dev3","2001-03",5,97,102
"dev99","2014-08",36,73,109
"dev7","2008-04",1,10,11
"dev7","1969-12",2,0,2
"dev7","2005-09",2,11,13
"dev99","2004-09",4,0,4
"dev99","2004-10",2,0,2
"dev99","2005-01",1,0,1
"dev99","2005-03",3,0,3
"dev7","2004-11",2,7,9
"dev99","2014-01",27,69,96
"dev99","2012-06",0,2,2
"dev3","2000-12",11,24,35
"dev92","2001-01",12,3,15
"dev92","2001-02",9,0,9
"dev92","2001-03",16,1,17
"dev92","2001-04",8,0,8
"dev92","2001-05",21,0,21
"dev92","2001-06",20,0,20
"dev3","2001-06",15,129,144
"dev92","2001-07",5,0,5
"dev92","2001-12",1,0,1
"dev92","2002-01",2,0,2
"dev92","2002-02",3,0,3
"dev92","2002-03",1,0,1
"dev92","2002-04",1,0,1
"dev92","2002-06",1,0,1
"dev99","2011-09",0,1,1
"dev7","2009-06",0,4,4
"dev99","2015-05",13,35,48
"dev96","2007-12",0,6,6
"dev96","2008-01",0,14,14
"dev7","2011-05",1,4,5
"dev96","2008-04",0,18,18
"dev96","2008-05",0,10,10
"dev96","2008-06",0,9,9
"dev96","2008-08",0,7,7
"dev3","2008-12",4,18,22
"dev96","2008-12",0,3,3
"dev96","2009-02",0,13,13
"dev96","2009-04",0,8,8
"dev96","2009-05",0,4,4
"dev96","2009-07",0,8,8
"dev98","2014-03",0,2,2
"dev3","2009-10",0,9,9
"dev3","2010-02",0,14,14
"dev96","2010-04",0,8,8
"dev96","2010-05",0,11,11
"dev96","2010-06",0,5,5
"dev96","2010-09",0,5,5
"dev96","2010-11",0,4,4
"dev3","2011-09",1,2,3
"dev96","2012-04",0,8,8
"dev3","2012-05",0,5,5
"dev3","2012-06",0,9,9
"dev3","2001-08",8,50,58
"dev96","2002-11",0,15,15
"dev96","2002-12",0,19,19
"dev96","2003-04",0,27,27
"dev96","2003-05",0,11,11
"dev96","2003-06",0,15,15
"dev96","2003-07",0,6,6
"dev96","2003-10",0,14,14
"dev3","2003-11",1,16,17
"dev96","2004-03",1,16,17
"dev96","2004-06",1,23,24
"dev3","2012-07",0,1,1
"dev3","2012-09",0,3,3
"dev98","2012-12",2,14,16
"dev3","2013-03",1,2,3
"dev98","2013-05",9,17,26
"dev98","2013-08",0,2,2
"dev98","2013-09",2,3,5
"dev3","2005-12",0,2,2
"dev3","2006-01",0,4,4
"dev3","2006-03",1,3,4
"dev3","2006-04",0,7,7
"dev3","2006-10",0,1,1
"dev3","2007-03",0,4,4
"dev3","2005-03",2,22,24
"dev3","2005-05",4,13,17
"dev3","2005-06",2,7,9
"dev3","2005-07",0,3,3
"dev3","2005-08",0,4,4
"dev3","2005-09",1,0,1
