16,5,0
2,1,0
6,3,0
16,13,1
42,11,1
5,1,0
35,20,1
23,8,1
19,11,1
3,1,0
51,30,1
34,16,1
24,5,1
6,0,0
1,0,0
47,5,1
72,27,1
14,4,0
19,4,0
129,17,1
