"name","month","opened","responses","activities"
"dev60","2008-05",0,0,2
"dev22","2008-11",0,0,5
"dev4","2008-11",0,0,6
"dev21","2008-11",0,0,10
"dev20","2008-11",0,0,3
"dev29","2008-11",0,0,7
"dev31","2008-11",0,0,1
"dev60","2008-11",0,0,1
"dev68","2008-11",0,0,8
"dev61","2008-11",0,0,1
"dev31","2008-10",0,0,7
"dev4","2008-10",0,0,14
"dev20","2008-10",0,0,18
"dev56","2008-10",0,0,3
"dev22","2008-10",0,0,16
"dev61","2008-10",0,0,2
"dev27","2008-10",0,0,2
"dev21","2008-10",0,0,6
"dev29","2008-10",0,0,2
"dev59","2008-10",0,0,2
"dev4","2008-09",0,0,8
"dev20","2008-09",0,0,8
"dev60","2008-09",0,0,1
"dev31","2008-09",0,0,22
"dev68","2008-09",0,0,1
"dev29","2008-09",0,0,2
"dev56","2008-09",0,0,1
"dev61","2008-09",0,0,1
"dev21","2008-09",0,0,7
"dev33","2008-09",0,0,2
"dev22","2008-09",0,0,12
"dev64","2008-09",0,0,1
"dev22","2009-04",0,0,27
"dev31","2009-04",0,0,22
"dev27","2009-04",0,0,7
"dev20","2009-04",0,0,8
"dev4","2009-04",0,0,8
"dev29","2009-04",0,0,2
"dev21","2009-04",0,0,3
"dev61","2009-04",0,0,1
"dev59","2009-04",0,0,1
"dev56","2009-04",0,0,3
"dev22","2009-08",0,0,16
"dev21","2009-08",0,0,10
"dev20","2009-08",0,0,12
"dev31","2009-08",0,0,5
"dev29","2009-08",0,0,5
"dev27","2009-08",0,0,3
"dev4","2009-08",0,0,2
"dev33","2009-08",0,0,2
"dev27","2009-12",0,0,1
"dev21","2009-12",0,0,1
"dev60","2009-12",0,0,1
"dev4","2009-12",0,0,4
"dev29","2009-12",0,0,2
"dev22","2009-12",0,0,9
"dev20","2009-12",0,0,1
"dev20","2009-02",0,0,4
"dev61","2009-02",0,0,1
"dev31","2009-02",0,0,13
"dev4","2009-02",0,0,8
"dev60","2009-02",0,0,5
"dev63","2009-02",0,0,1
"dev27","2009-02",0,0,1
"dev21","2009-02",0,0,2
"dev64","2009-02",0,0,1
"dev56","2009-02",0,0,1
"dev33","2009-02",0,0,1
"dev29","2009-02",0,0,5
"dev4","2009-01",0,0,20
"dev22","2009-01",0,0,2
"dev56","2009-01",0,0,3
"dev20","2009-01",0,0,12
"dev21","2009-01",0,0,7
"dev27","2009-01",0,0,4
"dev31","2009-01",0,0,12
"dev29","2009-01",0,0,5
"dev60","2009-01",0,0,1
"dev22","2009-07",0,0,30
"dev33","2009-07",0,0,2
"dev56","2009-07",0,0,9
"dev29","2009-07",0,0,8
"dev20","2009-07",0,0,3
"dev21","2009-07",0,0,8
"dev27","2009-07",0,0,4
"dev31","2009-07",0,0,7
"dev60","2009-07",0,0,1
"dev64","2009-07",0,0,1
"dev22","2009-06",0,0,25
"dev56","2009-06",0,0,4
"dev20","2009-06",0,0,5
"dev27","2009-06",0,0,1
"dev21","2009-06",0,0,4
"dev31","2009-06",0,0,7
"dev29","2009-06",0,0,11
"dev61","2009-06",0,0,2
"dev60","2009-06",0,0,4
"dev4","2009-03",0,0,15
"dev21","2009-03",0,0,14
